fx_etaria;casos_notificados;mediana_da_estimativa;Q1;Q3;IC80I;IC80S;IC90I;IC90S;LI;LS;media_movel;CO_MUN_RES;CO_MUN_RES_nome;CO_UF;DS_UF_SIGLA;epiweek;epiyear
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;24;2020
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;25;2020
2 a 4;1;1;;;;;;;;;0;110020;PORTO VELHO;11;RO;26;2020
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;27;2020
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;28;2020
2 a 4;0;0;;;;;;;;;1;110020;PORTO VELHO;11;RO;29;2020
2 a 4;3;3;;;;;;;;;2;110020;PORTO VELHO;11;RO;30;2020
2 a 4;3;3;;;;;;;;;2;110020;PORTO VELHO;11;RO;31;2020
2 a 4;1;1;;;;;;;;;2;110020;PORTO VELHO;11;RO;32;2020
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;33;2020
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;34;2020
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;35;2020
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;36;2020
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;37;2020
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;38;2020
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;39;2020
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;40;2020
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;41;2020
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;42;2020
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;43;2020
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;44;2020
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;45;2020
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;46;2020
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;47;2020
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;48;2020
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;49;2020
2 a 4;1;1;;;;;;;;;0;110020;PORTO VELHO;11;RO;50;2020
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;51;2020
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;52;2020
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;53;2020
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;1;2021
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;2;2021
2 a 4;1;1;;;;;;;;;0;110020;PORTO VELHO;11;RO;3;2021
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;4;2021
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;5;2021
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;6;2021
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;7;2021
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;8;2021
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;9;2021
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;10;2021
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;11;2021
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;12;2021
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;13;2021
2 a 4;1;1;;;;;;;;;0;110020;PORTO VELHO;11;RO;14;2021
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;15;2021
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;16;2021
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;17;2021
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;18;2021
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;19;2021
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;20;2021
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;21;2021
2 a 4;1;1;;;;;;;;;0;110020;PORTO VELHO;11;RO;22;2021
2 a 4;0;0;;;;;;;;;1;110020;PORTO VELHO;11;RO;23;2021
2 a 4;1;1;;;;;;;;;0;110020;PORTO VELHO;11;RO;24;2021
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;25;2021
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;26;2021
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;27;2021
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;28;2021
2 a 4;1;1;;;;;;;;;0;110020;PORTO VELHO;11;RO;29;2021
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;30;2021
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;31;2021
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;32;2021
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;33;2021
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;34;2021
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;35;2021
2 a 4;1;1;;;;;;;;;0;110020;PORTO VELHO;11;RO;36;2021
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;37;2021
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;38;2021
2 a 4;1;1;;;;;;;;;0;110020;PORTO VELHO;11;RO;39;2021
2 a 4;0;0;;;;;;;;;1;110020;PORTO VELHO;11;RO;40;2021
2 a 4;1;1;;;;;;;;;0;110020;PORTO VELHO;11;RO;41;2021
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;42;2021
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;43;2021
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;44;2021
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;45;2021
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;46;2021
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;47;2021
2 a 4;1;1;;;;;;;;;0;110020;PORTO VELHO;11;RO;48;2021
2 a 4;0;0;;;;;;;;;1;110020;PORTO VELHO;11;RO;49;2021
2 a 4;2;2;;;;;;;;;3;110020;PORTO VELHO;11;RO;50;2021
2 a 4;6;6;;;;;;;;;4;110020;PORTO VELHO;11;RO;51;2021
2 a 4;3;3;;;;;;;;;3;110020;PORTO VELHO;11;RO;52;2021
2 a 4;1;1;;;;;;;;;2;110020;PORTO VELHO;11;RO;1;2022
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;2;2022
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;3;2022
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;4;2022
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;5;2022
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;6;2022
2 a 4;1;1;;;;;;;;;0;110020;PORTO VELHO;11;RO;7;2022
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;8;2022
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;9;2022
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;10;2022
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;11;2022
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;12;2022
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;13;2022
2 a 4;1;1;;;;;;;;;0;110020;PORTO VELHO;11;RO;14;2022
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;15;2022
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;16;2022
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;17;2022
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;18;2022
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;19;2022
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;20;2022
2 a 4;0;0;;;;;;;;;1;110020;PORTO VELHO;11;RO;21;2022
2 a 4;1;1;;;;;;;;;0;110020;PORTO VELHO;11;RO;22;2022
2 a 4;0;0;;;;;;;;;1;110020;PORTO VELHO;11;RO;23;2022
2 a 4;1;1;;;;;;;;;0;110020;PORTO VELHO;11;RO;24;2022
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;25;2022
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;26;2022
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;27;2022
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;28;2022
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;29;2022
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;30;2022
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;31;2022
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;32;2022
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;33;2022
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;34;2022
2 a 4;1;1;;;;;;;;;0;110020;PORTO VELHO;11;RO;35;2022
2 a 4;0;0;;;;;;;;;1;110020;PORTO VELHO;11;RO;36;2022
2 a 4;1;1;;;;;;;;;0;110020;PORTO VELHO;11;RO;37;2022
2 a 4;0;0;;;;;;;;;1;110020;PORTO VELHO;11;RO;38;2022
2 a 4;1;1;;;;;;;;;0;110020;PORTO VELHO;11;RO;39;2022
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;40;2022
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;41;2022
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;42;2022
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;43;2022
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;44;2022
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;45;2022
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;46;2022
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;47;2022
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;48;2022
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;49;2022
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;50;2022
2 a 4;1;1;;;;;;;;;0;110020;PORTO VELHO;11;RO;51;2022
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;52;2022
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;1;2023
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;2;2023
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;3;2023
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;4;2023
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;5;2023
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;6;2023
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;7;2023
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;8;2023
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;9;2023
2 a 4;1;1;;;;;;;;;0;110020;PORTO VELHO;11;RO;10;2023
2 a 4;0;0;;;;;;;;;1;110020;PORTO VELHO;11;RO;11;2023
2 a 4;1;1;;;;;;;;;2;110020;PORTO VELHO;11;RO;12;2023
2 a 4;4;4;;;;;;;;;2;110020;PORTO VELHO;11;RO;13;2023
2 a 4;0;0;;;;;;;;;1;110020;PORTO VELHO;11;RO;14;2023
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;15;2023
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;16;2023
2 a 4;1;1;;;;;;;;;2;110020;PORTO VELHO;11;RO;17;2023
2 a 4;3;3;;;;;;;;;2;110020;PORTO VELHO;11;RO;18;2023
2 a 4;1;1;;;;;;;;;2;110020;PORTO VELHO;11;RO;19;2023
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;20;2023
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;21;2023
2 a 4;1;1;;;;;;;;;2;110020;PORTO VELHO;11;RO;22;2023
2 a 4;4;4;;;;;;;;;2;110020;PORTO VELHO;11;RO;23;2023
2 a 4;0;0;;;;;;;;;2;110020;PORTO VELHO;11;RO;24;2023
2 a 4;2;2;;;;;;;;;1;110020;PORTO VELHO;11;RO;25;2023
2 a 4;2;2;;;;;;;;;2;110020;PORTO VELHO;11;RO;26;2023
2 a 4;2;2;;;;;;;;;3;110020;PORTO VELHO;11;RO;27;2023
2 a 4;4;4;;;;;;;;;3;110020;PORTO VELHO;11;RO;28;2023
2 a 4;2;2;;;;;;;;;2;110020;PORTO VELHO;11;RO;29;2023
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;30;2023
2 a 4;0;0;;;;;;;;;1;110020;PORTO VELHO;11;RO;31;2023
2 a 4;3;3;;;;;;;;;1;110020;PORTO VELHO;11;RO;32;2023
2 a 4;1;1;;;;;;;;;2;110020;PORTO VELHO;11;RO;33;2023
2 a 4;2;2;;;;;;;;;1;110020;PORTO VELHO;11;RO;34;2023
2 a 4;0;0;;;;;;;;;1;110020;PORTO VELHO;11;RO;35;2023
2 a 4;1;1;;;;;;;;;0;110020;PORTO VELHO;11;RO;36;2023
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;37;2023
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;38;2023
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;39;2023
2 a 4;1;1;;;;;;;;;0;110020;PORTO VELHO;11;RO;40;2023
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;41;2023
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;42;2023
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;43;2023
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;44;2023
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;45;2023
2 a 4;2;2;;;;;;;;;1;110020;PORTO VELHO;11;RO;46;2023
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;47;2023
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;48;2023
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;49;2023
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;50;2023
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;51;2023
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;52;2023
2 a 4;1;1;;;;;;;;;0;110020;PORTO VELHO;11;RO;1;2024
2 a 4;0;0;;;;;;;;;1;110020;PORTO VELHO;11;RO;2;2024
2 a 4;1;1;;;;;;;;;0;110020;PORTO VELHO;11;RO;3;2024
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;4;2024
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;5;2024
2 a 4;1;1;;;;;;;;;0;110020;PORTO VELHO;11;RO;6;2024
2 a 4;0;0;;;;;;;;;1;110020;PORTO VELHO;11;RO;7;2024
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;8;2024
2 a 4;1;1;;;;;;;;;2;110020;PORTO VELHO;11;RO;9;2024
2 a 4;3;3;;;;;;;;;2;110020;PORTO VELHO;11;RO;10;2024
2 a 4;3;3;;;;;;;;;2;110020;PORTO VELHO;11;RO;11;2024
2 a 4;1;1;;;;;;;;;2;110020;PORTO VELHO;11;RO;12;2024
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;13;2024
2 a 4;0;0;;;;;;;;;2;110020;PORTO VELHO;11;RO;14;2024
2 a 4;4;4;;;;;;;;;2;110020;PORTO VELHO;11;RO;15;2024
2 a 4;1;1;;;;;;;;;2;110020;PORTO VELHO;11;RO;16;2024
2 a 4;2;2;;;;;;;;;2;110020;PORTO VELHO;11;RO;17;2024
2 a 4;3;3;;;;;;;;;4;110020;PORTO VELHO;11;RO;18;2024
2 a 4;6;6;;;;;;;;;3;110020;PORTO VELHO;11;RO;19;2024
2 a 4;1;1;;;;;;;;;4;110020;PORTO VELHO;11;RO;20;2024
2 a 4;4;4;;;;;;;;;2;110020;PORTO VELHO;11;RO;21;2024
2 a 4;1;1;;;;;;;;;2;110020;PORTO VELHO;11;RO;22;2024
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;23;2024
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;24;2024
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;25;2024
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;26;2024
2 a 4;0;0;;;;;;;;;1;110020;PORTO VELHO;11;RO;27;2024
2 a 4;1;1;;;;;;;;;0;110020;PORTO VELHO;11;RO;28;2024
2 a 4;0;0;;;;;;;;;1;110020;PORTO VELHO;11;RO;29;2024
2 a 4;2;2;;;;;;;;;1;110020;PORTO VELHO;11;RO;30;2024
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;31;2024
2 a 4;0;0;;;;;;;;;1;110020;PORTO VELHO;11;RO;32;2024
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;33;2024
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;34;2024
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;35;2024
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;36;2024
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;37;2024
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;38;2024
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;39;2024
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;40;2024
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;41;2024
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;42;2024
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;43;2024
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;44;2024
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;45;2024
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;46;2024
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;47;2024
2 a 4;0;0;;;;;;;;;1;110020;PORTO VELHO;11;RO;48;2024
2 a 4;2;2;;;;;;;;;1;110020;PORTO VELHO;11;RO;49;2024
2 a 4;2;2;;;;;;;;;1;110020;PORTO VELHO;11;RO;50;2024
2 a 4;0;0;;;;;;;;;1;110020;PORTO VELHO;11;RO;51;2024
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;52;2024
2 a 4;1;1;;;;;;;;;0;110020;PORTO VELHO;11;RO;1;2025
2 a 4;0;0;;;;;;;;;1;110020;PORTO VELHO;11;RO;2;2025
2 a 4;2;2;;;;;;;;;1;110020;PORTO VELHO;11;RO;3;2025
2 a 4;2;2;;;;;;;;;2;110020;PORTO VELHO;11;RO;4;2025
2 a 4;2;2;;;;;;;;;2;110020;PORTO VELHO;11;RO;5;2025
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;6;2025
2 a 4;0;0;;;;;;;;;1;110020;PORTO VELHO;11;RO;7;2025
2 a 4;3;3;;;;;;;;;3;110020;PORTO VELHO;11;RO;8;2025
2 a 4;5;5;;;;;;;;;3;110020;PORTO VELHO;11;RO;9;2025
2 a 4;1;1;;;;;;;;;2;110020;PORTO VELHO;11;RO;10;2025
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;11;2025
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;12;2025
2 a 4;0;0;;;;;;;;;1;110020;PORTO VELHO;11;RO;13;2025
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;14;2025
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;15;2025
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;16;2025
2 a 4;2;2;;;;;;;;;1;110020;PORTO VELHO;11;RO;17;2025
2 a 4;0;0;;;;;;;;;1;110020;PORTO VELHO;11;RO;18;2025
2 a 4;2;2;;;;;;;;;1;110020;PORTO VELHO;11;RO;19;2025
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;20;2025
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;21;2025
2 a 4;2;2;;;;;;;;;2;110020;PORTO VELHO;11;RO;22;2025
2 a 4;4;4;;;;;;;;;3;110020;PORTO VELHO;11;RO;23;2025
2 a 4;2;2;;;;;;;;;4;110020;PORTO VELHO;11;RO;24;2025
2 a 4;5;5;;;;;;;;;3;110020;PORTO VELHO;11;RO;25;2025
2 a 4;2;2;;;;;;;;;3;110020;PORTO VELHO;11;RO;26;2025
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;27;2025
2 a 4;0;0;;;;;;;;;1;110020;PORTO VELHO;11;RO;28;2025
2 a 4;1;1;;;;;;;;;0;110020;PORTO VELHO;11;RO;29;2025
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;30;2025
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;31;2025
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;32;2025
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;33;2025
2 a 4;0;0;;;;;;;;;1;110020;PORTO VELHO;11;RO;34;2025
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;35;2025
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;36;2025
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;37;2025
2 a 4;2;2;;;;;;;;;1;110020;PORTO VELHO;11;RO;38;2025
2 a 4;1;1;;;;;;;;;2;110020;PORTO VELHO;11;RO;39;2025
2 a 4;2;2;;;;;;;;;1;110020;PORTO VELHO;11;RO;40;2025
2 a 4;0;0;;;;;;;;;1;110020;PORTO VELHO;11;RO;41;2025
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;42;2025
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;43;2025
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;44;2025
2 a 4;0;0;;;;;;;;;1;110020;PORTO VELHO;11;RO;45;2025
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;46;2025
2 a 4;2;2;;;;;;;;;2;110020;PORTO VELHO;11;RO;47;2025
2 a 4;3;3;;;;;;;;;2;110020;PORTO VELHO;11;RO;48;2025
2 a 4;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;49;2025
2 a 4;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;50;2025
2 a 4;0;0;0;0;0;0;0;0;0;0;0;110020;PORTO VELHO;11;RO;51;2025
2 a 4;1;1;1;1;1;1;1;1;1;1;0;110020;PORTO VELHO;11;RO;52;2025
2 a 4;0;0;0;0;0;0;0;0;0;0;1;110020;PORTO VELHO;11;RO;53;2025
2 a 4;2;2;2;2;2;2;2;2;2;2;1;110020;PORTO VELHO;11;RO;1;2026
2 a 4;0;0;0;0;0;0;0;0;0;1;2;110020;PORTO VELHO;11;RO;2;2026
2 a 4;3;3;3;3;3;3;3;4;3;4;1;110020;PORTO VELHO;11;RO;3;2026
2 a 4;1;1;1;1;1;1;1;2;1;2;2;110020;PORTO VELHO;11;RO;4;2026
2 a 4;2;2;2;2;2;2;2;3;2;3;2;110020;PORTO VELHO;11;RO;5;2026
2 a 4;3;3;3;4;3;4;3;5;3;6;3;110020;PORTO VELHO;11;RO;6;2026
2 a 4;1;3;2;5;1;7;1;9;1;10;;110020;PORTO VELHO;11;RO;7;2026
5 a 14;0;0;;;;;;;;;;110020;PORTO VELHO;11;RO;1;2020
5 a 14;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;2;2020
5 a 14;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;3;2020
5 a 14;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;4;2020
5 a 14;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;5;2020
5 a 14;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;6;2020
5 a 14;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;7;2020
5 a 14;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;8;2020
5 a 14;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;9;2020
5 a 14;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;10;2020
5 a 14;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;11;2020
5 a 14;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;12;2020
5 a 14;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;13;2020
5 a 14;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;14;2020
5 a 14;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;15;2020
5 a 14;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;16;2020
5 a 14;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;17;2020
5 a 14;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;18;2020
5 a 14;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;19;2020
5 a 14;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;20;2020
5 a 14;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;21;2020
5 a 14;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;22;2020
5 a 14;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;23;2020
5 a 14;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;24;2020
5 a 14;3;3;;;;;;;;;1;110020;PORTO VELHO;11;RO;25;2020
5 a 14;0;0;;;;;;;;;1;110020;PORTO VELHO;11;RO;26;2020
5 a 14;0;0;;;;;;;;;0;110020;PORTO VELHO;11;RO;27;2020
5 a 14;1;1;;;;;;;;;1;110020;PORTO VELHO;11;RO;28;2020
5 a 14;3;3;;;;;;;;;2;110020;PORTO VELHO;11;RO;29;2020
5 a 14;3;3;;;;;;;;;3;110020;PORTO VELHO;11;RO;30;2020
